user_id,count_orders,average_spend,return_ratio,segment_id
6651,2,107.75,0.0,1
6652,1,28.88,0.0,4
6654,1,12.95,0.0,4
6657,2,48.75,0.0,4
6658,1,26.0,1.0,4
6668,1,10.5,0.0,4
6670,4,40.91,0.0,4
6674,3,95.67,0.0,1
6675,1,119.99,0.0,2
6676,1,74.97,0.0,1
6678,1,189.99,0.0,2
6681,1,14.99,0.0,4
6682,2,22.4,0.5,4
6683,1,22.0,0.0,4
6684,1,21.0,0.0,4
6690,2,25.63,0.0,4
6691,1,20.0,0.0,4
6692,1,16.0,0.0,4
6694,4,22.97,0.0,4
6696,1,12.0,0.0,4
6699,2,96.5,0.0,1
6702,4,36.0,1.0,4
6703,2,32.5,0.0,4
6704,1,198.0,0.0,2
6705,4,74.18,0.0,1
6706,2,43.5,0.0,4
6707,2,42.0,0.0,4
6714,4,49.03,0.0,4
6718,1,338.0,0.0,5
6720,2,36.48,0.0,4
6722,3,117.78,0.3333333333333333,2
6724,1,69.5,1.0,1
6727,1,24.99,1.0,4
6730,4,59.41,0.0,1
6732,4,26.55,0.0,4
6733,2,51.13,0.0,4
6734,3,44.96,0.0,4
6736,1,49.99,0.0,4
6738,1,25.0,0.0,4
6743,3,61.33,0.0,1
6747,2,72.13,0.0,1
6749,2,52.06,0.0,4
6751,4,45.64,0.0,4
6754,7,50.41,0.0,4
6755,1,32.95,0.0,4
6758,1,34.99,0.0,4
6761,2,30.5,0.0,4
6763,1,17.18,0.0,4
6765,2,6.24,0.0,4
6766,1,29.99,0.0,4
6767,1,39.99,0.0,4
6769,2,71.75,0.0,1
6770,1,42.0,0.0,4
6771,2,63.82,1.0,1
6772,1,74.99,0.0,1
6774,2,56.5,0.0,1
6777,1,49.95,0.0,4
6781,1,29.5,0.0,4
6784,1,47.99,0.0,4
6788,1,10.8,0.0,4
6789,1,50.0,1.0,4
6791,3,34.65,0.0,4
6793,1,59.0,1.0,1
6796,4,58.49,0.5,1
6798,1,34.41,0.0,4
6799,1,17.9,1.0,4
6800,1,29.9,0.0,4
6801,3,100.64,0.0,1
6803,3,53.83,0.0,1
6804,1,71.95,0.0,1
6806,1,8.0,0.0,4
6807,1,44.4,0.0,4
6810,1,39.95,0.0,4
6811,1,74.99,0.0,1
6812,1,25.0,0.0,4
6813,4,62.31,0.75,1
6814,1,25.0,0.0,4
6817,1,311.85,0.0,5
6820,1,96.0,0.0,1
6822,2,64.74,0.0,1
6823,1,16.95,1.0,4
6824,3,29.83,0.0,4
6825,2,24.49,0.0,4
6826,2,81.49,0.0,1
6827,3,69.33,0.0,1
6828,2,55.97,0.0,1
6829,3,76.51,0.0,1
6830,2,137.5,0.0,2
6831,1,45.0,1.0,4
6833,1,26.95,0.0,4
6834,2,129.0,1.0,2
6835,5,25.79,0.6,4
6838,1,109.95,0.0,1
6840,1,43.99,0.0,4
6842,1,9.67,0.0,4
6843,4,26.49,0.0,4
6844,1,55.0,0.0,1
6848,1,49.0,0.0,4
6849,3,79.33,0.0,1
6850,1,78.0,0.0,1
6853,2,37.98,0.0,4
6855,4,30.22,0.0,4
6856,1,148.0,0.0,2
6857,1,41.88,0.0,4
6858,4,61.38,0.0,1
6859,1,19.99,0.0,4
6860,1,189.99,0.0,2
6863,4,59.35,0.0,1
6867,4,45.39,0.0,4
6868,4,61.12,0.0,1
6874,1,35.99,0.0,4
6876,1,14.0,0.0,4
6878,1,59.99,0.0,1
6884,6,111.33,0.6666666666666666,1
6885,1,36.95,0.0,4
6886,3,146.63,0.0,2
6887,1,10.5,0.0,4
6888,1,68.0,1.0,1
6890,3,81.33,0.0,1
6892,3,23.85,0.3333333333333333,4
6894,2,24.48,0.0,4
6900,1,109.0,0.0,1
6902,2,33.0,0.0,4
6903,1,24.5,0.0,4
6905,2,113.99,0.5,2
6908,2,54.75,0.0,1
6909,5,41.87,0.0,4
6913,2,24.97,0.0,4
6914,5,16.73,0.2,4
6917,2,44.61,1.0,4
6920,1,59.19,0.0,1
6921,1,26.0,0.0,4
6925,2,74.0,0.0,1
6926,1,23.0,0.0,4
6927,6,86.49,0.16666666666666666,1
6932,1,29.98,0.0,4
6933,1,22.99,0.0,4
6934,2,96.5,0.0,1
6937,1,36.99,0.0,4
6939,1,20.0,0.0,4
6943,1,58.0,0.0,1
6944,2,59.5,0.0,1
6945,1,20.0,0.0,4
6950,2,56.99,0.0,1
6951,1,25.0,0.0,4
6954,2,126.48,0.0,2
6955,1,70.0,0.0,1
6957,3,29.26,0.0,4
6958,1,16.75,0.0,4
6960,1,9.99,0.0,4
6968,1,39.45,0.0,4
6969,2,62.98,1.0,1
6972,1,59.0,0.0,1
6973,2,43.98,0.0,4
6974,3,43.43,0.0,4
6976,2,58.97,0.0,1
6977,2,58.5,0.0,1
6978,1,8.96,1.0,4
6979,2,42.98,0.0,4
6980,2,92.0,0.0,1
6981,1,64.99,0.0,1
6982,2,86.5,0.0,1
6983,2,35.75,0.0,4
6985,1,6.57,0.0,4
6986,1,38.0,0.0,4
6987,2,45.48,0.0,4
6988,2,21.49,0.5,4
6989,7,60.16,0.0,1
6990,4,113.09,0.0,2
6992,1,158.0,0.0,2
6996,4,40.9,0.0,4
6997,1,16.88,0.0,4
7000,1,19.99,0.0,4
7002,1,55.0,0.0,1
7003,2,52.74,1.0,4
7007,2,38.49,0.0,4
7008,1,89.5,0.0,1
7012,1,14.5,0.0,4
7013,1,10.0,0.0,4
7014,1,79.5,1.0,1
7015,2,21.49,0.0,4
7019,6,33.49,0.0,4
7021,1,118.0,0.0,2
7022,6,66.83,0.0,1
7023,5,49.18,0.0,4
7024,1,216.8,0.0,2
7026,1,14.99,0.0,4
7027,1,59.5,0.0,1
7031,1,10.51,1.0,4
7033,1,14.99,0.0,4
7034,1,68.0,0.0,1
7035,1,28.0,0.0,4
7036,1,25.0,0.0,4
7037,1,19.95,1.0,4
7042,1,36.95,0.0,4
7044,2,30.0,0.0,4
7046,2,31.47,0.0,4
7047,4,46.39,0.0,4
7051,1,49.5,0.0,4
7052,2,121.99,0.0,2
7054,1,69.99,0.0,1
7056,2,162.12,0.0,2
7057,2,116.5,0.0,2
7058,1,44.99,0.0,4
7059,4,72.74,0.5,1
7061,1,42.0,0.0,4
7064,5,55.86,0.0,1
7065,1,42.0,0.0,4
7069,3,35.35,0.3333333333333333,4
7070,1,417.0,0.0,5
7071,1,181.5,0.0,2
7075,1,20.28,0.0,4
7077,3,115.33,0.0,2
7078,1,2.99,0.0,4
7079,1,207.95,0.0,2
7082,1,28.0,0.0,4
7083,1,14.99,0.0,4
7084,3,21.65,0.0,4
7088,1,22.0,0.0,4
7090,2,103.75,0.0,1
7091,2,58.19,0.0,1
7092,3,27.83,0.0,4
7093,1,32.99,0.0,4
7094,1,34.99,0.0,4
7099,1,44.8,0.0,4
7100,1,39.99,0.0,4
7103,1,54.93,1.0,1
7104,1,21.05,0.0,4
7105,2,64.85,0.0,1
7106,1,259.0,0.0,5
7108,4,67.2,0.25,1
7109,8,25.14,0.5,4
7111,1,44.99,0.0,4
7112,1,18.0,0.0,4
7116,1,79.0,0.0,1
7118,1,80.0,0.0,1
7119,1,27.9,0.0,4
7121,1,72.19,0.0,1
7122,4,53.96,0.5,1
7123,1,300.0,0.0,5
7128,3,100.33,0.0,1
7129,1,23.64,0.0,4
7130,2,39.53,0.0,4
7131,2,106.42,0.0,1
7132,1,308.0,0.0,5
7133,1,69.5,0.0,1
7135,3,54.83,0.0,1
7136,1,124.85,0.0,2
7137,1,17.99,1.0,4
7138,2,45.49,0.0,4
7139,3,38.33,0.0,4
7140,1,129.99,0.0,2
7141,5,52.93,0.0,1
7143,1,119.0,0.0,2
7144,2,27.0,0.0,4
7146,4,21.99,0.0,4
7147,1,19.95,0.0,4
7152,3,81.32,1.0,1
7154,1,56.0,0.0,1
7155,1,188.95,0.0,2
7156,4,92.12,0.0,1
7157,1,52.99,0.0,1
7160,1,48.0,0.0,4
7161,1,39.99,0.0,4
7165,3,31.29,0.0,4
7166,3,41.58,0.0,4
7167,2,51.54,0.0,4
7168,1,695.0,0.0,3
7169,1,39.99,1.0,4
7173,1,59.45,0.0,1
7174,1,115.3,0.0,2
7177,2,34.81,0.0,4
7178,1,48.3,0.0,4
7179,1,24.0,0.0,4
7181,7,57.22,0.0,1
7184,4,59.92,0.0,1
7187,2,53.0,0.0,1
7188,4,39.88,0.0,4
7189,1,39.5,0.0,4
7191,2,25.22,0.0,4
7195,3,82.45,0.6666666666666666,1
7197,1,95.0,0.0,1
7199,1,74.95,0.0,1
7201,1,26.5,0.0,4
7202,1,84.95,0.0,1
7203,1,39.99,1.0,4
7204,3,43.33,0.0,4
7206,4,61.67,0.0,1
7209,1,48.87,0.0,4
7213,1,74.0,0.0,1
7215,3,18.43,0.0,4
7217,2,20.38,0.0,4
7219,1,30.9,0.0,4
7221,1,46.99,0.0,4
7222,1,10.5,0.0,4
7223,1,34.0,0.0,4
7226,1,22.98,0.0,4
7227,1,47.95,0.0,4
7228,1,220.0,0.0,2
7229,1,59.0,1.0,1
7230,1,16.45,0.0,4
7231,2,59.97,0.0,1
7232,1,6.79,0.0,4
7234,1,25.98,0.0,4
7235,4,96.61,0.0,1
7236,3,44.33,0.0,4
7238,4,33.33,0.0,4
7242,1,29.93,0.0,4
7243,1,15.9,0.0,4
7247,1,39.5,0.0,4
7249,1,78.0,0.0,1
7252,1,19.0,0.0,4
7253,2,39.69,0.0,4
7257,3,59.19,0.0,1
7258,1,189.5,1.0,2
7262,1,25.0,0.0,4
7263,2,39.0,0.0,4
7264,1,76.0,0.0,1
7265,3,83.66,0.0,1
7274,3,144.33,0.0,2
7275,2,23.0,0.0,4
7276,2,29.9,1.0,4
7277,1,42.99,1.0,4
7278,1,7.11,1.0,4
7279,4,41.49,0.0,4
7282,2,73.36,0.0,1
7285,1,25.95,0.0,4
7290,1,29.95,1.0,4
7291,7,48.93,0.0,4
7297,1,74.95,0.0,1
7300,4,57.0,0.0,1
7301,1,49.95,0.0,4
7304,2,46.0,0.0,4
7305,2,89.97,1.0,1
7306,1,160.0,0.0,2
7309,1,33.99,0.0,4
7313,2,163.18,0.0,2
7314,1,39.99,0.0,4
7315,1,20.43,0.0,4
7316,1,148.69,0.0,2
7320,1,109.99,0.0,1
7322,1,50.0,0.0,4
7324,1,44.99,0.0,4
7326,1,29.99,0.0,4
7329,4,59.73,0.0,1
7331,2,79.99,0.0,1
7334,1,108.0,0.0,1
7335,1,20.0,0.0,4
7336,1,15.0,0.0,4
7339,1,31.99,0.0,4
7340,2,55.5,0.0,1
7341,1,32.9,0.0,4
7342,2,22.74,0.0,4
7343,3,41.63,0.0,4
7347,6,42.99,0.0,4
7348,1,25.0,0.0,4
7350,6,60.91,0.16666666666666666,1
7353,3,93.16,0.0,1
7354,7,56.35,0.0,1
7355,3,106.0,0.0,1
7356,1,34.16,0.0,4
7360,1,26.0,0.0,4
7361,1,76.75,1.0,1
7362,1,11.99,0.0,4
7364,3,29.65,0.0,4
7365,3,50.8,0.6666666666666666,4
7366,1,44.0,0.0,4
7368,1,31.0,0.0,4
7370,1,59.99,0.0,1
7371,2,16.99,0.0,4
7374,2,71.75,0.0,1
7375,1,19.67,1.0,4
7378,2,15.98,0.0,4
7380,1,49.25,0.0,4
7382,1,98.0,0.0,1
7383,1,21.99,0.0,4
7384,4,147.0,0.0,2
7386,3,66.05,0.0,1
7389,1,9.63,0.0,4
7391,1,54.99,0.0,1
7393,1,44.0,0.0,4
7394,1,60.0,0.0,1
7395,1,18.99,0.0,4
7396,1,69.99,0.0,1
7397,1,24.99,0.0,4
7399,2,31.25,0.0,4
7400,1,10.0,0.0,4
7403,1,40.0,0.0,4
7404,1,11.99,0.0,4
7405,1,39.99,0.0,4
7408,3,205.27,0.0,2
7409,1,35.33,0.0,4
7414,1,64.0,1.0,1
7415,1,11.9,0.0,4
7416,2,79.24,0.0,1
7418,6,32.56,0.16666666666666666,4
7421,2,19.5,0.0,4
7422,1,36.99,0.0,4
7423,1,94.98,0.0,1
7424,1,29.99,0.0,4
7431,1,18.09,0.0,4
7432,1,19.99,0.0,4
7434,1,8.95,0.0,4
7435,1,34.75,0.0,4
7439,2,39.56,0.0,4
7443,1,140.0,0.0,2
7445,1,35.0,0.0,4
7446,2,86.25,0.0,1
7449,2,52.69,0.0,4
7450,2,47.0,0.0,4
7452,1,28.95,0.0,4
7453,1,39.99,0.0,4
7455,2,49.48,0.0,4
7456,1,17.25,0.0,4
7457,1,39.99,0.0,4
7460,1,50.0,0.0,4
7461,1,59.99,0.0,1
7462,2,80.15,0.0,1
7466,3,27.36,0.0,4
7469,2,28.49,0.0,4
7472,3,78.49,0.6666666666666666,1
7473,6,88.99,0.0,1
7474,5,18.4,0.0,4
7481,4,73.92,0.0,1
7490,2,84.97,0.0,1
7492,3,59.98,0.0,1
7493,3,56.99,0.0,1
7497,1,41.33,0.0,4
7499,1,48.0,0.0,4
7501,3,60.77,0.0,1
7502,2,22.79,0.0,4
7504,2,73.95,0.5,1
7508,2,26.97,0.0,4
7510,1,44.99,0.0,4
7511,2,36.01,0.0,4
7512,1,120.0,0.0,2
7513,2,47.24,0.0,4
7515,2,32.0,0.0,4
7517,2,55.21,0.0,1
7518,1,49.0,0.0,4
7521,2,42.25,0.0,4
7522,1,44.88,0.0,4
7524,1,120.0,0.0,2
7526,2,113.69,0.5,2
7528,1,19.99,0.0,4
7530,4,105.55,0.0,1
7531,3,44.19,0.0,4
7534,1,25.0,0.0,4
7535,1,49.99,0.0,4
7536,5,42.39,0.0,4
7538,2,38.75,0.0,4
7541,5,97.16,0.0,1
7543,3,61.33,0.0,1
7545,1,59.5,0.0,1
7546,1,20.0,0.0,4
7548,4,78.86,0.25,1
7549,1,11.99,0.0,4
7550,3,98.5,0.0,1
7553,2,41.0,1.0,4
7554,2,63.49,0.0,1
7556,1,65.99,0.0,1
7557,4,41.17,0.0,4
7558,1,18.96,0.0,4
7559,1,79.99,0.0,1
7560,1,39.44,0.0,4
7561,3,44.86,0.0,4
7564,1,42.0,0.0,4
7565,2,31.99,0.0,4
7569,1,44.99,1.0,4
7574,1,25.0,0.0,4
7576,1,158.33,0.0,2
7577,1,33.0,0.0,4
7578,2,71.97,0.0,1
7580,4,101.69,0.0,1
7581,1,16.0,0.0,4
7585,1,50.0,1.0,4
7588,2,49.94,0.0,4
7590,3,40.99,0.6666666666666666,4
7593,2,29.99,0.0,4
7595,2,22.99,0.0,4
7597,1,32.9,1.0,4
7599,3,87.37,0.0,1
7604,1,11.4,0.0,4
7606,1,44.0,0.0,4
7607,5,99.19,0.0,1
7610,4,49.94,0.0,4
7613,2,102.49,1.0,1
7614,1,72.49,0.0,1
7615,3,57.24,0.6666666666666666,1
7616,2,50.0,0.0,4
7617,1,214.0,1.0,2
7620,2,19.99,1.0,4
7622,2,23.94,0.0,4
7624,3,39.33,0.0,4
7625,1,78.0,0.0,1
7628,2,28.99,0.0,4
7629,4,32.59,0.0,4
7630,1,80.0,0.0,1
7631,3,35.83,0.6666666666666666,4
7634,2,97.5,0.0,1
7636,2,87.02,0.0,1
7639,1,49.0,0.0,4
7640,2,64.5,0.0,1
7641,1,45.5,0.0,4
7642,1,21.95,0.0,4
7644,3,59.65,0.0,1
7646,1,25.0,0.0,4
7648,2,48.97,0.0,4
7649,3,53.31,0.6666666666666666,1
7650,2,33.4,1.0,4
7653,2,99.99,0.0,1
7654,3,109.16,0.0,1
7655,1,39.95,0.0,4
7659,2,46.0,0.0,4
7660,2,39.98,0.0,4
7661,4,85.73,0.0,1
7665,3,92.05,0.0,1
7666,3,27.49,0.0,4
7667,1,4.15,1.0,4
7669,1,12.0,0.0,4
7670,2,23.91,0.0,4
7672,1,59.5,0.0,1
7674,1,29.0,0.0,4
7675,2,37.49,0.0,4
7676,1,39.99,0.0,4
7677,1,99.5,0.0,1
7678,4,37.89,0.0,4
7679,1,69.99,0.0,1
7680,2,24.22,0.0,4
7683,1,34.0,0.0,4
7684,1,13.21,1.0,4
7687,2,48.12,0.0,4
7688,2,76.58,0.0,1
7692,5,25.83,0.0,4
7693,1,89.99,0.0,1
7695,1,34.16,0.0,4
7697,2,22.49,0.0,4
7699,1,102.0,0.0,1
7700,1,88.0,0.0,1
7703,1,11.97,0.0,4
7704,3,104.83,0.0,1
7705,1,143.0,0.0,2
7706,1,44.99,0.0,4
7707,8,57.4,0.25,1
7708,4,39.24,0.0,4
7710,1,25.0,0.0,4
7711,4,50.03,0.0,4
7712,2,32.46,0.5,4
7713,2,24.0,0.0,4
7714,3,65.33,0.3333333333333333,1
7716,1,49.5,0.0,4
7717,2,69.09,0.0,1
7719,1,69.5,0.0,1
7720,2,96.5,0.0,1
7721,2,29.98,0.0,4
7723,1,34.99,1.0,4
7724,4,31.62,0.0,4
7727,3,77.5,0.0,1
7730,2,79.83,0.0,1
7731,2,60.73,0.0,1
7732,1,88.0,1.0,1
7733,1,62.0,0.0,1
7735,3,38.32,0.0,4
7738,1,9.99,0.0,4
7740,1,86.0,0.0,1
7741,5,70.23,0.0,1
7742,1,100.0,1.0,1
7747,2,71.82,0.0,1
7749,1,48.0,0.0,4
7751,1,49.97,0.0,4
7753,1,49.25,0.0,4
7754,1,125.0,0.0,2
7755,7,142.84,0.0,2
7758,1,52.0,0.0,4
7759,2,27.24,0.0,4
7760,3,73.31,1.0,1
7761,1,379.0,0.0,5
7767,1,30.0,0.0,4
7771,1,48.0,0.0,4
7772,1,550.0,0.0,5
7773,2,41.95,0.0,4
7774,6,45.07,0.0,4
7776,2,25.5,0.0,4
7777,1,31.95,0.0,4
7780,1,13.2,0.0,4
7781,2,38.98,0.5,4
7783,5,29.75,0.4,4
7786,2,136.67,1.0,2
7787,1,19.99,0.0,4
7788,4,35.01,0.0,4
7789,1,68.0,0.0,1
7791,3,32.15,0.0,4
7793,4,55.92,0.0,1
7795,2,111.75,0.0,1
7799,2,35.49,0.5,4
7800,3,23.05,0.0,4
7801,2,156.16,0.0,2
7802,1,52.5,0.0,4
7804,1,156.24,0.0,2
7808,1,67.49,0.0,1
7810,1,36.0,0.0,4
7814,3,38.47,0.0,4
7815,1,119.0,0.0,2
7818,1,22.99,0.0,4
7819,4,36.91,0.0,4
7821,1,289.99,0.0,5
7823,1,9.0,0.0,4
7824,4,55.82,0.0,1
7826,1,329.99,0.0,5
7835,2,55.18,0.0,1
7837,2,127.0,0.0,2
7840,1,28.0,0.0,4
7841,3,27.16,0.6666666666666666,4
7849,3,73.66,0.0,1
7850,3,110.97,0.0,1
7851,4,59.2,0.0,1
7852,1,55.0,1.0,1
7854,1,45.95,0.0,4
7855,1,9.99,1.0,4
7857,2,36.49,0.5,4
7858,3,34.37,0.0,4
7859,4,30.68,0.0,4
7861,2,74.0,0.0,1
7862,1,9.05,0.0,4
7865,3,242.0,0.0,5
7866,1,18.0,0.0,4
7869,2,40.47,0.0,4
7874,1,58.52,0.0,1
7875,1,55.99,0.0,1
7877,1,49.99,0.0,4
7878,2,96.48,0.0,1
7879,2,12.97,0.5,4
7880,1,25.0,0.0,4
7881,1,50.0,0.0,4
7884,1,109.95,0.0,1
7885,1,56.96,0.0,1
7888,2,25.49,0.0,4
7891,1,48.98,0.0,4
7893,1,65.0,0.0,1
7894,1,20.0,0.0,4
7896,2,53.22,0.0,1
7898,1,88.0,0.0,1
7900,5,105.3,0.0,1
7901,1,16.97,0.0,4
7902,3,26.72,0.0,4
7905,2,13.66,0.0,4
7906,1,60.0,0.0,1
7908,1,16.98,0.0,4
7909,2,46.0,0.5,4
7914,1,34.75,0.0,4
7916,2,46.41,0.0,4
7917,4,17.88,0.0,4
7919,4,23.41,0.0,4
7920,1,10.5,0.0,4
7921,4,41.39,0.0,4
7922,1,44.97,0.0,4
7925,5,38.39,0.0,4
7926,1,84.0,0.0,1
7928,1,10.0,0.0,4
7930,1,338.0,0.0,5
7932,2,36.06,0.0,4
7934,1,67.24,0.0,1
7936,2,72.76,0.0,1
7938,2,61.3,0.0,1
7943,6,77.29,0.0,1
7944,4,119.5,0.0,2
7945,3,64.96,0.0,1
7946,1,49.99,0.0,4
7949,1,34.99,0.0,4
7950,3,34.55,0.6666666666666666,4
7955,2,24.49,0.0,4
7958,3,75.98,0.0,1
7961,1,21.98,1.0,4
7962,1,30.0,0.0,4
7963,1,79.99,0.0,1
7965,2,39.97,1.0,4
7967,1,396.0,1.0,5
7972,1,37.9,0.0,4
7973,1,45.0,0.0,4
7974,3,40.89,0.0,4
7977,5,91.09,0.0,1
7981,1,14.01,0.0,4
7983,1,88.0,0.0,1
7984,6,64.49,0.0,1
7985,1,25.0,0.0,4
7990,2,31.45,0.0,4
7991,1,27.8,0.0,4
7992,1,64.0,0.0,1
7993,1,62.0,0.0,1
7994,1,55.53,0.0,1
7999,1,10.88,0.0,4
8001,2,40.75,0.0,4
8002,1,33.99,0.0,4
8003,1,65.0,0.0,1
8004,1,19.99,0.0,4
8005,4,70.87,0.0,1
8007,2,63.97,0.0,1
8008,1,16.95,0.0,4
8013,1,179.95,0.0,2
8014,1,15.99,0.0,4
8015,1,73.99,0.0,1
8017,1,104.95,0.0,1
8021,2,35.0,0.0,4
8022,2,39.99,0.0,4
8023,1,69.5,0.0,1
8024,2,53.61,0.0,1
8025,1,26.9,0.0,4
8027,3,87.04,0.0,1
8032,1,11.0,0.0,4
8036,1,7.98,0.0,4
8037,1,11.45,0.0,4
8041,1,60.0,0.0,1
8042,1,24.88,0.0,4
8046,1,31.9,0.0,4
8051,2,97.99,0.0,1
8052,2,46.0,0.0,4
8053,1,55.65,0.0,1
8054,1,34.99,0.0,4
8055,1,11.9,0.0,4
8056,1,79.0,0.0,1
8057,3,32.98,0.0,4
8058,2,45.0,0.0,4
8059,2,64.0,0.0,1
8062,1,18.0,0.0,4
8064,2,99.49,0.0,1
8068,3,23.99,0.0,4
8069,1,29.95,0.0,4
8070,1,33.5,1.0,4
8073,1,49.99,0.0,4
8075,1,25.0,0.0,4
8076,2,23.97,0.0,4
8080,1,21.99,0.0,4
8081,1,79.0,0.0,1
8084,1,23.12,0.0,4
8086,2,83.5,0.0,1
8087,4,37.99,0.0,4
8088,4,60.57,0.25,1
8089,4,79.98,0.25,1
8090,5,35.62,0.0,4
8093,1,18.75,1.0,4
8096,4,72.67,0.75,1
8097,1,169.5,0.0,2
8098,1,99.5,0.0,1
8100,2,87.01,0.0,1
8102,2,65.74,0.0,1
8103,4,110.0,0.0,1
8109,4,55.36,0.0,1
8110,2,30.0,0.0,4
8112,2,84.74,0.0,1
8113,1,34.95,0.0,4
8114,1,98.0,1.0,1
8115,3,68.41,0.6666666666666666,1
8116,1,60.0,1.0,1
8118,1,25.0,0.0,4
8119,4,61.69,0.0,1
8121,1,65.0,1.0,1
8123,3,37.47,0.0,4
8124,1,129.99,0.0,2
8125,2,24.47,0.0,4
8126,1,13.0,0.0,4
8128,1,29.93,0.0,4
8133,2,54.0,0.0,1
8135,2,41.25,0.0,4
8138,1,22.0,0.0,4
8139,11,36.49,0.7272727272727273,4
8140,1,27.02,0.0,4
8141,1,29.0,0.0,4
8142,1,199.99,1.0,2
8143,1,119.0,0.0,2
8144,2,74.0,0.0,1
8145,1,31.5,0.0,4
8146,2,33.49,1.0,4
8149,3,38.81,0.0,4
8152,2,142.5,0.0,2
8157,1,18.99,1.0,4
8158,1,169.98,0.0,2
8159,1,25.0,0.0,4
8161,3,40.99,0.0,4
8162,2,32.72,1.0,4
8163,2,222.22,0.0,2
8166,2,39.08,0.0,4
8167,3,43.52,0.6666666666666666,4
8170,1,360.0,0.0,5
8172,1,36.95,0.0,4
8174,5,30.58,0.0,4
8176,1,39.0,0.0,4
8177,3,40.21,0.0,4
8180,2,33.98,0.0,4
8181,1,36.99,0.0,4
8182,2,17.75,0.0,4
8183,3,31.42,0.0,4
8184,1,17.99,0.0,4
8185,2,67.75,0.0,1
8187,1,25.0,0.0,4
8189,2,47.92,1.0,4
8190,1,57.95,0.0,1
8191,2,152.47,0.0,2
8195,1,49.95,0.0,4
8196,3,43.82,0.0,4
8197,1,75.99,0.0,1
8199,2,54.5,0.0,1
8202,1,169.97,0.0,2
8203,3,219.43,1.0,2
8204,4,102.98,0.0,1
8205,2,63.0,0.0,1
8209,1,74.0,0.0,1
8210,2,30.22,0.0,4
8212,1,12.0,1.0,4
8215,2,25.75,0.0,4
8216,2,39.91,0.0,4
8218,1,40.0,0.0,4
8219,3,24.99,0.0,4
8220,8,50.76,0.0,4
8225,2,91.75,0.0,1
8226,1,399.0,0.0,5
8228,1,25.0,0.0,4
8230,1,20.0,0.0,4
8236,1,36.99,0.0,4
8237,1,37.13,0.0,4
8238,2,44.62,0.0,4
8240,1,36.99,0.0,4
8242,1,52.99,1.0,1
8244,2,78.56,0.0,1
8245,8,86.32,0.0,1
8246,1,49.95,0.0,4
8247,1,69.0,0.0,1
8253,2,32.98,0.0,4
8254,2,22.94,0.5,4
8255,1,300.0,0.0,5
8256,2,37.0,0.0,4
8257,1,8.99,0.0,4
8259,1,28.95,0.0,4
8260,2,29.39,0.0,4
8261,1,32.95,0.0,4
8262,2,219.49,0.0,2
8265,1,64.99,0.0,1
8270,1,66.0,0.0,1
8272,2,43.24,1.0,4
8273,2,44.43,0.0,4
8280,2,127.99,0.0,2
8281,4,39.22,0.0,4
8282,2,123.75,0.0,2
8283,2,51.95,0.0,4
8285,1,186.37,0.0,2
8293,2,25.49,0.0,4
8295,1,52.25,0.0,4
8297,2,25.99,0.5,4
8298,2,37.75,1.0,4
8299,1,49.99,0.0,4
8300,2,128.0,1.0,2
8302,1,69.95,0.0,1
8304,1,12.95,1.0,4
8310,3,67.0,0.0,1
8311,1,25.99,0.0,4
8314,3,44.66,0.0,4
8318,4,46.73,0.5,4
8320,3,31.16,0.0,4
8327,6,74.24,0.0,1
8328,1,47.1,0.0,4
8329,2,90.0,0.0,1
8331,3,17.49,0.3333333333333333,4
8332,1,24.99,0.0,4
8333,1,35.5,0.0,4
8335,3,119.14,0.0,2
8336,1,30.0,0.0,4
8337,1,49.99,1.0,4
8338,1,25.0,0.0,4
8340,1,129.0,0.0,2
8342,1,49.5,0.0,4
8344,1,44.95,1.0,4
8345,1,10.99,0.0,4
8346,2,29.49,0.5,4
8347,1,64.0,0.0,1
8348,1,36.99,1.0,4
8349,3,29.16,0.3333333333333333,4
8354,3,36.7,0.3333333333333333,4
8355,1,29.95,0.0,4
8360,1,69.99,1.0,1
8362,1,150.0,0.0,2
8364,2,39.41,0.0,4
8365,1,13.0,0.0,4
8368,2,23.73,0.0,4
8373,1,9.95,0.0,4
8379,6,49.74,0.6666666666666666,4
8380,5,52.37,0.0,4
8382,2,16.8,1.0,4
8383,1,115.0,0.0,2
8384,1,178.0,0.0,2
8388,1,148.0,1.0,2
8389,1,9.61,0.0,4
8390,1,160.0,0.0,2
8393,3,38.33,0.3333333333333333,4
8394,4,40.22,0.0,4
8395,1,24.95,1.0,4
8396,2,72.7,0.0,1
8397,1,24.99,0.0,4
8398,2,17.96,0.5,4
8401,2,18.49,0.0,4
8402,3,31.8,0.3333333333333333,4
8403,4,38.73,0.0,4
8404,1,49.95,0.0,4
8406,4,70.48,0.75,1
8407,1,30.0,0.0,4
8410,1,60.27,0.0,1
8414,4,44.12,0.0,4
8419,1,100.0,1.0,1
8420,2,36.76,0.0,4
8424,2,62.47,0.0,1
8429,5,25.59,0.0,4
8430,1,124.93,0.0,2
8432,3,22.0,0.0,4
8433,4,26.28,0.0,4
8434,2,38.0,0.0,4
8436,1,36.99,1.0,4
8438,1,55.0,0.0,1
8442,1,123.61,0.0,2
8443,1,22.99,0.0,4
8452,1,43.95,0.0,4
8453,1,12.0,0.0,4
8454,2,34.72,0.0,4
8456,4,75.5,0.0,1
8457,1,45.95,0.0,4
8459,10,48.55,0.0,4
